"ID","RowType","Version","Scope","Category","Title","Priority","Risk","Capabilities / Test Data","Preconditions","Steps / Endpoint Chain","Expected Result","SpecReference","Notes","Status"
"FLOW-V1-06","Flow","V1","SR-FC-HD-FCAH-RT-CXL","Positive","[Search]&[FareConfirm]&[Hold]&[FareConfirmAfterHold]&[Retrieve]&[CancelAfterHold] [Response] Verify FareConfirm-based Family-F flow #6 (SR-FC-HD-FCAH-RT-CXL) completes with the expected end-state.","Medium","Medium","Supplier=SabreNDC; credentialsSelector=UAE; Required Capabilities: Hold, CancelHold; ADT/CHD/INF mix per collection default (2/2/2, total <=9, section 2.1)","Supplier=SabreNDC, credentialsSelector=UAE selected and confirmed live-capable per SPEC section 4.7 (Search then FareConfirm, inspect haveBundles/canBeHeld/offerHasAncillary/isSeatMapRequired flags) for this flow's required capabilities: Hold, CancelHold. Environment is non-production staging (STAG_ENV baseUrl); if Book/BookAfterHold is in this chain, production-booking auto-skip discipline (section 2.9 Testing Note) has been reviewed -- do not run against a production base URL without explicit authorization. Collection variables reset/cleared before start (searchResponseId, offerId, fareConfirmResponseId, pnr, bookingToken, gdsPNR, etc. -- section 6.1 item 3).","Search (capture searchResponseId, offerId; inspect offers[0].haveBundles/canBeHeld/offerHasAncillary per section 4.7 step 1) -> FareConfirm (capture fareConfirmResponseId, selectedOfferId; re-inspect haveBundles/canBeHeld per section 4.7 step 2; assert price reconciliation) -> Hold (same fields as Book; assert price reconciliation; capture pnr, bookingToken, gdsPNR, holdExpirationDate) -> FareConfirmAfterHold/PnrReprice (pnr, gdsPNR, bookingToken, surName; assert price has not drifted from Hold; must occur before holdExpirationDate) -> Retrieve (pnr, gdsPnr, bookingToken; assert bookingStatus matches the expected lifecycle stage for this point in the flow, section 2.11/6.3) -> CancelAfterHold (pnr, gdsPNR, bookingToken; SPEC section 2.14 -- zero script coverage, weakest-validated endpoint)","Family B's checks hold through the first Retrieve; after CancelAfterHold, a follow-up Retrieve should show a cancelled/terminated bookingStatus -- SPEC section 2.14 flags CancelAfterHold as having zero script coverage and no genuine example response in either collection, so this is the weakest-validated end-state in the whole flow set; treat the exact response shape as UNKNOWN pending live confirmation and record the first observed value as the new baseline.","sec.2.1, sec.2.2, sec.2.9, sec.2.10, sec.2.12, sec.2.11, sec.2.14, sec.4.7, sec.5, sec.6.1, sec.6.2, sec.6.3-Family-F","Flow numbering follows Resources/flow.md's newer 24-flow V1 catalog (supersedes SPEC.md's own stale section 5 89-flow numbering, per known documentation drift). CancelAfterHold is the least-validated endpoint in the whole collection (zero script coverage, no genuine example response, SPEC section 2.14) -- treat the post-cancel bookingStatus as the primary success signal until a genuine example is obtained.","Not Run"
"FLOW-V1-06-NEG","Flow","V1","SR-FC-HD-FCAH-RT-CXL","Negative","[Search]&[FareConfirm]&[Hold]&[FareConfirmAfterHold]&[Retrieve]&[CancelAfterHold] [Request] Validate Family-F flow #6 (SR-FC-HD-FCAH-RT-CXL) correctly rejects attempting Hold against FlyNas, a supplier whose canBeHeld capability is confirmed false (SPEC section 4.6, cross-validated in 4.4).","Medium","Medium","Supplier=SabreNDC (or as noted in Steps); credentialsSelector=UAE; injected fault: non-holdable-supplier Hold attempt","Supplier=SabreNDC, credentialsSelector=UAE selected and confirmed live-capable per SPEC section 4.7 (Search then FareConfirm, inspect haveBundles/canBeHeld/offerHasAncillary/isSeatMapRequired flags) for this flow's required capabilities: Hold, CancelHold. Environment is non-production staging (STAG_ENV baseUrl); if Book/BookAfterHold is in this chain, production-booking auto-skip discipline (section 2.9 Testing Note) has been reviewed -- do not run against a production base URL without explicit authorization. Collection variables reset/cleared before start (searchResponseId, offerId, fareConfirmResponseId, pnr, bookingToken, gdsPNR, etc. -- section 6.1 item 3).","Search (FlyNas, capture searchResponseId/offerId) -> FareConfirm (capture fareConfirmResponseId, selectedOfferId; inspect canBeHeld flag -- expected false) -> attempt Hold anyway -> observe rejection.","Hold is expected to be rejected for FlyNas since canBeHeld=false is cross-validated across both capability-source documents (SPEC section 4.4/4.6, ""no conflict -- cross-validated, high confidence""). Exact rejection status/body is UNKNOWN -- confirm live and record as baseline (SPEC section 2.10 Common Errors, 7.7).","sec.2.1, sec.2.2, sec.2.9, sec.2.10, sec.2.12, sec.2.11, sec.2.14, sec.4.7, sec.5, sec.6.1, sec.6.2, sec.6.3-Family-F, sec.7.2, sec.7.7, sec.8.2","Injected-fault variant of FLOW-V1-06; fault type: non-holdable-supplier Hold attempt. Per SPEC section 8.2 item 7 (""Negative tests = the flow with one deliberate injected fault per hop""), one high-value fault was chosen per flow rather than repeating the same fault across all 24 flows -- see sibling flow rows for the other fault categories exercised (stale-offer substitution, non-holdable-supplier Hold, post-hold-expiration FCAH/BAH, haveBundles=false GetOfferBundles, unfixed requestUrl defect).","Not Run"
"FLOW-V1-07","Flow","V1","SR-UP-BK-RT","Positive","[Search]&[Upselling]&[Book]&[Retrieve] [Response] Verify Upselling-based Family-A flow #7 (SR-UP-BK-RT) completes with the expected end-state.","High","High","Supplier=TravelportNdc; credentialsSelector=UAE; Required Capabilities: Upsell; ADT/CHD/INF mix per collection default (2/2/2, total <=9, section 2.1)","Supplier=TravelportNdc, credentialsSelector=UAE selected and confirmed live-capable per SPEC section 4.7 (Search then FareConfirm, inspect haveBundles/canBeHeld/offerHasAncillary/isSeatMapRequired flags) for this flow's required capabilities: Upsell. Environment is non-production staging (STAG_ENV baseUrl); if Book/BookAfterHold is in this chain, production-booking auto-skip discipline (section 2.9 Testing Note) has been reviewed -- do not run against a production base URL without explicit authorization. Collection variables reset/cleared before start (searchResponseId, offerId, fareConfirmResponseId, pnr, bookingToken, gdsPNR, etc. -- section 6.1 item 3). V1 Upselling requestUrl/baseUrl defect (SPEC section 2.3) has been fixed locally in STAG_ENV (requestUrl set equal to baseUrl) before this flow is run -- do NOT assume it is already fixed; if unfixed, Upselling will resolve to a malformed/empty-host URL.","Search (capture searchResponseId, offerId; inspect offers[0].haveBundles/canBeHeld/offerHasAncillary per section 4.7 step 1) -> Upselling (requestUrl fix applied; capture fareConfirmResponseId, selectedOfferId in place of FareConfirm's output; assert price reconciliation) -> Book (Supplier/supplier, credentialsSelector, fareConfirmResponseId, selectedOfferId, passengersList, contactsList; assert price reconciliation; capture pnr, bookingToken, gdsPNR, voidCapability) -> Retrieve (pnr, gdsPnr, bookingToken; assert bookingStatus matches the expected lifecycle stage for this point in the flow, section 2.11/6.3)","Retrieve shows bookingStatus=booked (record exact observed enum value as baseline, section 2.11); selectedOffer.offerId and priceDetails.totalAmount match between Book's response and the follow-up Retrieve; price reconciliation (per-passenger-type tax/base/total formula, section 2.1/6.2) holds at Search, FareConfirm/Upselling, and Book.","sec.2.1, sec.2.2, sec.2.3, sec.2.9, sec.2.11, sec.4.7, sec.5, sec.6.1, sec.6.2, sec.6.3-Family-A","Flow numbering follows Resources/flow.md's newer 24-flow V1 catalog (supersedes SPEC.md's own stale section 5 89-flow numbering, per known documentation drift). Requires the requestUrl collection-defect fix; if not fixed, this flow cannot even reach the Upselling step (see TC-UPSELL-NEG-01 for the isolated defect confirmation).","Not Run"
"FLOW-V1-07-NEG","Flow","V1","SR-UP-BK-RT","Negative","[Search]&[Upselling]&[Book]&[Retrieve] [Request] Validate Family-A flow #7 (SR-UP-BK-RT) correctly rejects substituting a stale/mismatched selectedOfferId (captured from a different, independent Search call) at the Book hop.","High","High","Supplier=TravelportNdc (or as noted in Steps); credentialsSelector=UAE; injected fault: stale-ID substitution","Supplier=TravelportNdc, credentialsSelector=UAE selected and confirmed live-capable per SPEC section 4.7 (Search then FareConfirm, inspect haveBundles/canBeHeld/offerHasAncillary/isSeatMapRequired flags) for this flow's required capabilities: Upsell. Environment is non-production staging (STAG_ENV baseUrl); if Book/BookAfterHold is in this chain, production-booking auto-skip discipline (section 2.9 Testing Note) has been reviewed -- do not run against a production base URL without explicit authorization. Collection variables reset/cleared before start (searchResponseId, offerId, fareConfirmResponseId, pnr, bookingToken, gdsPNR, etc. -- section 6.1 item 3). V1 Upselling requestUrl/baseUrl defect (SPEC section 2.3) has been fixed locally in STAG_ENV (requestUrl set equal to baseUrl) before this flow is run -- do NOT assume it is already fixed; if unfixed, Upselling will resolve to a malformed/empty-host URL.","Run Search #1 and Search #2 independently (different searchResponseId/offerId pairs) -> FareConfirm/Upselling Search #1's offer normally (capture fareConfirmResponseId, selectedOfferId#1) -> at Book, substitute Search #2's offerId in place of selectedOfferId#1 while keeping fareConfirmResponseId from Search #1 -> observe Book's response.","Book is expected to reject the mismatched offer/response ID pair (SPEC section 2.9 Negative Cases, section 3.2 ""Search -> FareConfirm/Upselling"" validation rules) rather than silently booking against the wrong offer. Exact status code is UNKNOWN -- SPEC section 7.9 flags that no error-response example exists in either collection; confirm live and record the actual behavior/status code as the new baseline rather than assuming a 4xx.","sec.2.1, sec.2.2, sec.2.3, sec.2.9, sec.2.11, sec.4.7, sec.5, sec.6.1, sec.6.2, sec.6.3-Family-A, sec.7.2, sec.7.7, sec.8.2","Injected-fault variant of FLOW-V1-07; fault type: stale-ID substitution. Per SPEC section 8.2 item 7 (""Negative tests = the flow with one deliberate injected fault per hop""), one high-value fault was chosen per flow rather than repeating the same fault across all 24 flows -- see sibling flow rows for the other fault categories exercised (stale-offer substitution, non-holdable-supplier Hold, post-hold-expiration FCAH/BAH, haveBundles=false GetOfferBundles, unfixed requestUrl defect).","Not Run"
"FLOW-V1-08","Flow","V1","SR-UP-HD-FCAH-RT","Positive","[Search]&[Upselling]&[Hold]&[FareConfirmAfterHold]&[Retrieve] [Response] Verify Upselling-based Family-B flow #8 (SR-UP-HD-FCAH-RT) completes with the expected end-state.","Medium","Medium","Supplier=Emirates; credentialsSelector=UAE; Required Capabilities: Upsell, Hold; ADT/CHD/INF mix per collection default (2/2/2, total <=9, section 2.1)","Supplier=Emirates, credentialsSelector=UAE selected and confirmed live-capable per SPEC section 4.7 (Search then FareConfirm, inspect haveBundles/canBeHeld/offerHasAncillary/isSeatMapRequired flags) for this flow's required capabilities: Upsell, Hold. Environment is non-production staging (STAG_ENV baseUrl); if Book/BookAfterHold is in this chain, production-booking auto-skip discipline (section 2.9 Testing Note) has been reviewed -- do not run against a production base URL without explicit authorization. Collection variables reset/cleared before start (searchResponseId, offerId, fareConfirmResponseId, pnr, bookingToken, gdsPNR, etc. -- section 6.1 item 3). V1 Upselling requestUrl/baseUrl defect (SPEC section 2.3) has been fixed locally in STAG_ENV (requestUrl set equal to baseUrl) before this flow is run -- do NOT assume it is already fixed; if unfixed, Upselling will resolve to a malformed/empty-host URL.","Search (capture searchResponseId, offerId; inspect offers[0].haveBundles/canBeHeld/offerHasAncillary per section 4.7 step 1) -> Upselling (requestUrl fix applied; capture fareConfirmResponseId, selectedOfferId in place of FareConfirm's output; assert price reconciliation) -> Hold (same fields as Book; assert price reconciliation; capture pnr, bookingToken, gdsPNR, holdExpirationDate) -> FareConfirmAfterHold/PnrReprice (pnr, gdsPNR, bookingToken, surName; assert price has not drifted from Hold; must occur before holdExpirationDate) -> Retrieve (pnr, gdsPnr, bookingToken; assert bookingStatus matches the expected lifecycle stage for this point in the flow, section 2.11/6.3)","Retrieve (after FareConfirmAfterHold) shows bookingStatus=held (record exact observed enum value, section 2.11); holdExpirationDate is present and still in the future at time of Retrieve; price after FareConfirmAfterHold matches Hold's original price (no unexplained drift). This flow deliberately STOPS here per Family B (section 5.2/6.3) -- log the pnr for out-of-band cleanup/expiry tracking, do not proceed to BookAfterHold/Void/CancelHold.","sec.2.1, sec.2.2, sec.2.3, sec.2.9, sec.2.10, sec.2.12, sec.2.11, sec.4.7, sec.5, sec.6.1, sec.6.2, sec.6.3-Family-B","Flow numbering follows Resources/flow.md's newer 24-flow V1 catalog (supersedes SPEC.md's own stale section 5 89-flow numbering, per known documentation drift). Family B deliberately leaves a dangling Held booking with no cleanup step in the flow itself (SPEC section 5.2/6.3) -- log this run's pnr in the team's environment-hygiene tracking sheet for later CancelAfterHold or natural expiry. Requires the requestUrl collection-defect fix; if not fixed, this flow cannot even reach the Upselling step (see TC-UPSELL-NEG-01 for the isolated defect confirmation).","Not Run"
"FLOW-V1-08-NEG","Flow","V1","SR-UP-HD-FCAH-RT","Negative","[Search]&[Upselling]&[Hold]&[FareConfirmAfterHold]&[Retrieve] [Request] Validate Family-B flow #8 (SR-UP-HD-FCAH-RT) correctly rejects the V1 Upselling requestUrl/baseUrl collection defect not being fixed before execution.","Medium","Medium","Supplier=Emirates (or as noted in Steps); credentialsSelector=UAE; injected fault: requestUrl defect (unfixed)","Supplier=Emirates, credentialsSelector=UAE selected and confirmed live-capable per SPEC section 4.7 (Search then FareConfirm, inspect haveBundles/canBeHeld/offerHasAncillary/isSeatMapRequired flags) for this flow's required capabilities: Upsell, Hold. Environment is non-production staging (STAG_ENV baseUrl); if Book/BookAfterHold is in this chain, production-booking auto-skip discipline (section 2.9 Testing Note) has been reviewed -- do not run against a production base URL without explicit authorization. Collection variables reset/cleared before start (searchResponseId, offerId, fareConfirmResponseId, pnr, bookingToken, gdsPNR, etc. -- section 6.1 item 3). V1 Upselling requestUrl/baseUrl defect (SPEC section 2.3) has been fixed locally in STAG_ENV (requestUrl set equal to baseUrl) before this flow is run -- do NOT assume it is already fixed; if unfixed, Upselling will resolve to a malformed/empty-host URL.","Do NOT apply the local requestUrl fix described in SPEC section 2.3 -- leave requestUrl unset/empty in STAG_ENV as shipped -> run Search normally -> attempt Upselling as-is (request uses {{requestUrl}}api/FlightSearch/UpSelling) -> observe the resulting URL/request.","Because requestUrl is an empty, unset collection variable in the shipped STAG_ENV (SPEC section 1.4/2.3), the request resolves to a malformed URL with an empty host. Expected result is a connection/DNS/malformed-URL-class failure at the HTTP layer, distinct from any API-level 4xx -- confirm the exact client-side error live and record it; this is a real, evidenced collection defect, not a guessed negative path.","sec.2.1, sec.2.2, sec.2.3, sec.2.9, sec.2.10, sec.2.12, sec.2.11, sec.4.7, sec.5, sec.6.1, sec.6.2, sec.6.3-Family-B, sec.7.2, sec.7.7, sec.8.2","Injected-fault variant of FLOW-V1-08; fault type: requestUrl defect (unfixed). Per SPEC section 8.2 item 7 (""Negative tests = the flow with one deliberate injected fault per hop""), one high-value fault was chosen per flow rather than repeating the same fault across all 24 flows -- see sibling flow rows for the other fault categories exercised (stale-offer substitution, non-holdable-supplier Hold, post-hold-expiration FCAH/BAH, haveBundles=false GetOfferBundles, unfixed requestUrl defect).","Not Run"
"FLOW-V1-09","Flow","V1","SR-UP-BK-RT-VD","Positive","[Search]&[Upselling]&[Book]&[Retrieve]&[Void] [Response] Verify Upselling-based Family-C flow #9 (SR-UP-BK-RT-VD) completes with the expected end-state.","Medium","High","Supplier=EgyptAir; credentialsSelector=UAE; Required Capabilities: Upsell, Void; ADT/CHD/INF mix per collection default (2/2/2, total <=9, section 2.1)","Supplier=EgyptAir, credentialsSelector=UAE selected and confirmed live-capable per SPEC section 4.7 (Search then FareConfirm, inspect haveBundles/canBeHeld/offerHasAncillary/isSeatMapRequired flags) for this flow's required capabilities: Upsell, Void. Environment is non-production staging (STAG_ENV baseUrl); if Book/BookAfterHold is in this chain, production-booking auto-skip discipline (section 2.9 Testing Note) has been reviewed -- do not run against a production base URL without explicit authorization. Collection variables reset/cleared before start (searchResponseId, offerId, fareConfirmResponseId, pnr, bookingToken, gdsPNR, etc. -- section 6.1 item 3). V1 Upselling requestUrl/baseUrl defect (SPEC section 2.3) has been fixed locally in STAG_ENV (requestUrl set equal to baseUrl) before this flow is run -- do NOT assume it is already fixed; if unfixed, Upselling will resolve to a malformed/empty-host URL.","Search (capture searchResponseId, offerId; inspect offers[0].haveBundles/canBeHeld/offerHasAncillary per section 4.7 step 1) -> Upselling (requestUrl fix applied; capture fareConfirmResponseId, selectedOfferId in place of FareConfirm's output; assert price reconciliation) -> Book (Supplier/supplier, credentialsSelector, fareConfirmResponseId, selectedOfferId, passengersList, contactsList; assert price reconciliation; capture pnr, bookingToken, gdsPNR, voidCapability) -> Retrieve (pnr, gdsPnr, bookingToken; assert bookingStatus matches the expected lifecycle stage for this point in the flow, section 2.11/6.3) -> Void (pnr, gdsPNR, bookingToken, surName, voidTickets=[]; only expected to succeed if voidCapability is not ""VoidNotAllowed"")","Family A's checks hold through the first Retrieve; Void is only expected to succeed if Book's voidCapability is not ""VoidNotAllowed"" and the (unknown, confirm-live) void window has not elapsed; a follow-up Retrieve after Void shows a voided/cancelled bookingStatus.","sec.2.1, sec.2.2, sec.2.3, sec.2.9, sec.2.11, sec.2.15, sec.4.7, sec.5, sec.6.1, sec.6.2, sec.6.3-Family-C","Flow numbering follows Resources/flow.md's newer 24-flow V1 catalog (supersedes SPEC.md's own stale section 5 89-flow numbering, per known documentation drift). Requires the requestUrl collection-defect fix; if not fixed, this flow cannot even reach the Upselling step (see TC-UPSELL-NEG-01 for the isolated defect confirmation).","Not Run"
"FLOW-V1-09-NEG","Flow","V1","SR-UP-BK-RT-VD","Negative","[Search]&[Upselling]&[Book]&[Retrieve]&[Void] [Request] Validate Family-C flow #9 (SR-UP-BK-RT-VD) correctly rejects substituting a stale/mismatched selectedOfferId (captured from a different, independent Search call) at the Book hop.","Medium","High","Supplier=EgyptAir (or as noted in Steps); credentialsSelector=UAE; injected fault: stale-ID substitution","Supplier=EgyptAir, credentialsSelector=UAE selected and confirmed live-capable per SPEC section 4.7 (Search then FareConfirm, inspect haveBundles/canBeHeld/offerHasAncillary/isSeatMapRequired flags) for this flow's required capabilities: Upsell, Void. Environment is non-production staging (STAG_ENV baseUrl); if Book/BookAfterHold is in this chain, production-booking auto-skip discipline (section 2.9 Testing Note) has been reviewed -- do not run against a production base URL without explicit authorization. Collection variables reset/cleared before start (searchResponseId, offerId, fareConfirmResponseId, pnr, bookingToken, gdsPNR, etc. -- section 6.1 item 3). V1 Upselling requestUrl/baseUrl defect (SPEC section 2.3) has been fixed locally in STAG_ENV (requestUrl set equal to baseUrl) before this flow is run -- do NOT assume it is already fixed; if unfixed, Upselling will resolve to a malformed/empty-host URL.","Run Search #1 and Search #2 independently (different searchResponseId/offerId pairs) -> FareConfirm/Upselling Search #1's offer normally (capture fareConfirmResponseId, selectedOfferId#1) -> at Book, substitute Search #2's offerId in place of selectedOfferId#1 while keeping fareConfirmResponseId from Search #1 -> observe Book's response.","Book is expected to reject the mismatched offer/response ID pair (SPEC section 2.9 Negative Cases, section 3.2 ""Search -> FareConfirm/Upselling"" validation rules) rather than silently booking against the wrong offer. Exact status code is UNKNOWN -- SPEC section 7.9 flags that no error-response example exists in either collection; confirm live and record the actual behavior/status code as the new baseline rather than assuming a 4xx.","sec.2.1, sec.2.2, sec.2.3, sec.2.9, sec.2.11, sec.2.15, sec.4.7, sec.5, sec.6.1, sec.6.2, sec.6.3-Family-C, sec.7.2, sec.7.7, sec.8.2","Injected-fault variant of FLOW-V1-09; fault type: stale-ID substitution. Per SPEC section 8.2 item 7 (""Negative tests = the flow with one deliberate injected fault per hop""), one high-value fault was chosen per flow rather than repeating the same fault across all 24 flows -- see sibling flow rows for the other fault categories exercised (stale-offer substitution, non-holdable-supplier Hold, post-hold-expiration FCAH/BAH, haveBundles=false GetOfferBundles, unfixed requestUrl defect).","Not Run"
"FLOW-V1-10","Flow","V1","SR-UP-HD-FCAH-RT-BAH-RT","Positive","[Search]&[Upselling]&[Hold]&[FareConfirmAfterHold]&[Retrieve]&[BookAfterHold]&[Retrieve] [Response] Verify Upselling-based Family-D flow #10 (SR-UP-HD-FCAH-RT-BAH-RT) completes with the expected end-state.","Medium","High","Supplier=Emirates; credentialsSelector=UAE; Required Capabilities: Upsell, Hold; ADT/CHD/INF mix per collection default (2/2/2, total <=9, section 2.1)","Supplier=Emirates, credentialsSelector=UAE selected and confirmed live-capable per SPEC section 4.7 (Search then FareConfirm, inspect haveBundles/canBeHeld/offerHasAncillary/isSeatMapRequired flags) for this flow's required capabilities: Upsell, Hold. Environment is non-production staging (STAG_ENV baseUrl); if Book/BookAfterHold is in this chain, production-booking auto-skip discipline (section 2.9 Testing Note) has been reviewed -- do not run against a production base URL without explicit authorization. Collection variables reset/cleared before start (searchResponseId, offerId, fareConfirmResponseId, pnr, bookingToken, gdsPNR, etc. -- section 6.1 item 3). V1 Upselling requestUrl/baseUrl defect (SPEC section 2.3) has been fixed locally in STAG_ENV (requestUrl set equal to baseUrl) before this flow is run -- do NOT assume it is already fixed; if unfixed, Upselling will resolve to a malformed/empty-host URL.","Search (capture searchResponseId, offerId; inspect offers[0].haveBundles/canBeHeld/offerHasAncillary per section 4.7 step 1) -> Upselling (requestUrl fix applied; capture fareConfirmResponseId, selectedOfferId in place of FareConfirm's output; assert price reconciliation) -> Hold (same fields as Book; assert price reconciliation; capture pnr, bookingToken, gdsPNR, holdExpirationDate) -> FareConfirmAfterHold/PnrReprice (pnr, gdsPNR, bookingToken, surName; assert price has not drifted from Hold; must occur before holdExpirationDate) -> Retrieve (pnr, gdsPnr, bookingToken; assert bookingStatus matches the expected lifecycle stage for this point in the flow, section 2.11/6.3) -> BookAfterHold (pnr, gdsPNR, bookingToken; assert returned pnr/bookingToken/gdsPNR are unchanged from Hold -- same-PNR invariant, section 2.13) -> Retrieve (pnr, gdsPnr, bookingToken; assert bookingStatus matches the expected lifecycle stage for this point in the flow, section 2.11/6.3)","Family B's checks hold through the first Retrieve; after BookAfterHold, the second Retrieve shows bookingStatus transitioning held to booked; pnr, bookingToken and gdsPNR returned by BookAfterHold are byte-for-byte unchanged from Hold's values (same-PNR invariant, section 2.13/6.3).","sec.2.1, sec.2.2, sec.2.3, sec.2.9, sec.2.10, sec.2.12, sec.2.11, sec.2.13, sec.4.7, sec.5, sec.6.1, sec.6.2, sec.6.3-Family-D","Flow numbering follows Resources/flow.md's newer 24-flow V1 catalog (supersedes SPEC.md's own stale section 5 89-flow numbering, per known documentation drift). Requires the requestUrl collection-defect fix; if not fixed, this flow cannot even reach the Upselling step (see TC-UPSELL-NEG-01 for the isolated defect confirmation).","Not Run"
"FLOW-V1-10-NEG","Flow","V1","SR-UP-HD-FCAH-RT-BAH-RT","Negative","[Search]&[Upselling]&[Hold]&[FareConfirmAfterHold]&[Retrieve]&[BookAfterHold]&[Retrieve] [Request] Validate Family-D flow #10 (SR-UP-HD-FCAH-RT-BAH-RT) correctly rejects attempting Hold against FlyNas, a supplier whose canBeHeld capability is confirmed false (SPEC section 4.6, cross-validated in 4.4).","Medium","High","Supplier=Emirates (or as noted in Steps); credentialsSelector=UAE; injected fault: non-holdable-supplier Hold attempt","Supplier=Emirates, credentialsSelector=UAE selected and confirmed live-capable per SPEC section 4.7 (Search then FareConfirm, inspect haveBundles/canBeHeld/offerHasAncillary/isSeatMapRequired flags) for this flow's required capabilities: Upsell, Hold. Environment is non-production staging (STAG_ENV baseUrl); if Book/BookAfterHold is in this chain, production-booking auto-skip discipline (section 2.9 Testing Note) has been reviewed -- do not run against a production base URL without explicit authorization. Collection variables reset/cleared before start (searchResponseId, offerId, fareConfirmResponseId, pnr, bookingToken, gdsPNR, etc. -- section 6.1 item 3). V1 Upselling requestUrl/baseUrl defect (SPEC section 2.3) has been fixed locally in STAG_ENV (requestUrl set equal to baseUrl) before this flow is run -- do NOT assume it is already fixed; if unfixed, Upselling will resolve to a malformed/empty-host URL.","Search (FlyNas, capture searchResponseId/offerId) -> FareConfirm/Upselling (capture fareConfirmResponseId, selectedOfferId; inspect canBeHeld flag -- expected false) -> attempt Hold anyway -> observe rejection.","Hold is expected to be rejected for FlyNas since canBeHeld=false is cross-validated across both capability-source documents (SPEC section 4.4/4.6, ""no conflict -- cross-validated, high confidence""). Exact rejection status/body is UNKNOWN -- confirm live and record as baseline (SPEC section 2.10 Common Errors, 7.7).","sec.2.1, sec.2.2, sec.2.3, sec.2.9, sec.2.10, sec.2.12, sec.2.11, sec.2.13, sec.4.7, sec.5, sec.6.1, sec.6.2, sec.6.3-Family-D, sec.7.2, sec.7.7, sec.8.2","Injected-fault variant of FLOW-V1-10; fault type: non-holdable-supplier Hold attempt. Per SPEC section 8.2 item 7 (""Negative tests = the flow with one deliberate injected fault per hop""), one high-value fault was chosen per flow rather than repeating the same fault across all 24 flows -- see sibling flow rows for the other fault categories exercised (stale-offer substitution, non-holdable-supplier Hold, post-hold-expiration FCAH/BAH, haveBundles=false GetOfferBundles, unfixed requestUrl defect).","Not Run"
"FLOW-V1-11","Flow","V1","SR-UP-HD-FCAH-RT-BAH-RT-VD","Positive","[Search]&[Upselling]&[Hold]&[FareConfirmAfterHold]&[Retrieve]&[BookAfterHold]&[Retrieve]&[Void] [Response] Verify Upselling-based Family-E flow #11 (SR-UP-HD-FCAH-RT-BAH-RT-VD) completes with the expected end-state.","Medium","High","Supplier=AirCairo; credentialsSelector=UAE; Required Capabilities: Upsell, Hold, Void; ADT/CHD/INF mix per collection default (2/2/2, total <=9, section 2.1)","Supplier=AirCairo, credentialsSelector=UAE selected and confirmed live-capable per SPEC section 4.7 (Search then FareConfirm, inspect haveBundles/canBeHeld/offerHasAncillary/isSeatMapRequired flags) for this flow's required capabilities: Upsell, Hold, Void. Environment is non-production staging (STAG_ENV baseUrl); if Book/BookAfterHold is in this chain, production-booking auto-skip discipline (section 2.9 Testing Note) has been reviewed -- do not run against a production base URL without explicit authorization. Collection variables reset/cleared before start (searchResponseId, offerId, fareConfirmResponseId, pnr, bookingToken, gdsPNR, etc. -- section 6.1 item 3). V1 Upselling requestUrl/baseUrl defect (SPEC section 2.3) has been fixed locally in STAG_ENV (requestUrl set equal to baseUrl) before this flow is run -- do NOT assume it is already fixed; if unfixed, Upselling will resolve to a malformed/empty-host URL. NOTE: AirCairo's Hold capability is flagged as conflicting/unknown between source documents (SPEC section 4.4/4.6) -- the section 4.7 live confirmation step above is mandatory here, not optional, before scheduling this flow.","Search (capture searchResponseId, offerId; inspect offers[0].haveBundles/canBeHeld/offerHasAncillary per section 4.7 step 1) -> Upselling (requestUrl fix applied; capture fareConfirmResponseId, selectedOfferId in place of FareConfirm's output; assert price reconciliation) -> Hold (same fields as Book; assert price reconciliation; capture pnr, bookingToken, gdsPNR, holdExpirationDate) -> FareConfirmAfterHold/PnrReprice (pnr, gdsPNR, bookingToken, surName; assert price has not drifted from Hold; must occur before holdExpirationDate) -> Retrieve (pnr, gdsPnr, bookingToken; assert bookingStatus matches the expected lifecycle stage for this point in the flow, section 2.11/6.3) -> BookAfterHold (pnr, gdsPNR, bookingToken; assert returned pnr/bookingToken/gdsPNR are unchanged from Hold -- same-PNR invariant, section 2.13) -> Retrieve (pnr, gdsPnr, bookingToken; assert bookingStatus matches the expected lifecycle stage for this point in the flow, section 2.11/6.3) -> Void (pnr, gdsPNR, bookingToken, surName, voidTickets=[]; only expected to succeed if voidCapability is not ""VoidNotAllowed"")","Family D's checks hold (held-to-booked transition, same-PNR invariant through BookAfterHold); Family C's Void checks then apply to the now-finalized ex-Held booking -- Void expected to succeed only if voidCapability allows it, and a follow-up Retrieve shows a voided/cancelled bookingStatus.","sec.2.1, sec.2.2, sec.2.3, sec.2.9, sec.2.10, sec.2.12, sec.2.11, sec.2.13, sec.2.15, sec.4.7, sec.5, sec.6.1, sec.6.2, sec.6.3-Family-E","Flow numbering follows Resources/flow.md's newer 24-flow V1 catalog (supersedes SPEC.md's own stale section 5 89-flow numbering, per known documentation drift). AirCairo chosen deliberately to exercise a capability the static docs disagree on (Hold) -- if live confirmation shows the capability is actually absent, re-target this flow at a cleanly-confirmed supplier and record the finding back into SPEC section 4.4. Requires the requestUrl collection-defect fix; if not fixed, this flow cannot even reach the Upselling step (see TC-UPSELL-NEG-01 for the isolated defect confirmation).","Not Run"
