ID,RowType,Version,Scope,Category,Title,Priority,Risk,Capabilities / Test Data,Preconditions,Steps / Endpoint Chain,Expected Result,SpecReference,Notes,Status
TC-BOOK-BIZ-04,EndpointTestCase,V2,BOOK,Business Rule,[Book][Response] Verify selectedOffer.priceDetails.totalAmount includes totalSelectedSeatsAmount when a seat has been selected.,High,High,"A completed Book call with exactly one paid seat selected (TC-BOOK-POS-03's scenario), and the offer's pre-seat-selection totals from FareConfirm/AddPassenger for comparison.",TC-BOOK-POS-03 completed and its response captured; the same offer's pre-seat FareConfirm/AddPassenger-era totalAmount also captured.,"Book (with passengersSelectedSeats populated) -> read selectedOffer.priceDetails.{totalAmount, totalBaseAmount, totalTaxAmount, totalAncillariesAmount, totalSelectedSeatsAmount} -> compare totalAmount against totalBaseAmount + totalTaxAmount + totalAncillariesAmount + totalSelectedSeatsAmount, and against the pre-seat-selection totalAmount plus the seat's price.","UNKNOWN -- confirm live. Expected (per the existing price-reconciliation formula's pattern, §2.1) is totalAmount == totalBaseAmount + totalTaxAmount + totalAncillariesAmount + totalSelectedSeatsAmount, and totalAmount(after) == totalAmount(before seat selection) + totalSelectedSeatsAmount. Neither V1 nor V2's existing price-reconciliation test scripts were observed summing a seat amount, so this is unverified either way -- treat any mismatch as a confirmed defect, not an UNKNOWN to shrug off, once run.","SPEC.md §2.1, §2.9, §7.10","Highest-priority new Business Rule case in this file -- a silent seat-amount omission from totalAmount would be a real billing-integrity defect, directly analogous to the pre-existing, already-flagged Ancillary-amount gap at §2.8.",Not Run
TC-BOOK-INT-03,EndpointTestCase,V2,BOOK,Integration,"[Book][Request] Validate Book accepts passengersSelectedSeats, PassengersSelectedAncillaries, and selectedBundles populated simultaneously on one call.",Medium,Medium,"One Book request combining: a non-empty selectedBundles entry, a PassengersSelectedAncillaries entry (uncommented), and a passengersSelectedSeats entry (uncommented) -- all three fields active on a single request, none commented out.",Bundle code obtained from GetOfferBundles; ancillary code obtained from GetAncillary; cellCode/cellId obtained from GetSeatMap -- all for the same offer/passenger chain.,GetOfferBundles (record bundle code) -> AddPassenger -> GetAncillary (record ancillary code) -> GetSeatMap (record cellCode/cellId) -> FareCheck -> Book (submit all three fields populated together).,"UNKNOWN -- confirm live. The collection's current saved Book example carries only passengersSelectedSeats active, with selectedBundles/PassengersSelectedAncillaries left commented out -- this combination has not been directly evidenced as accepted. Record whichever outcome occurs (accepted with all three reflected in the response, partially accepted, or rejected) as the new ground truth.",SPEC.md §2.9,Fills the gap flagged in SPEC.md §2.9's Testing Note about the three enrichment fields' combined-use not being directly demonstrated by any saved example.,Not Run
TC-BOOK-BND-03,EndpointTestCase,V2,BOOK,Boundary,"[Book][Request] Validate passengersSelectedSeats with 0, 1, and multiple passenger/segment entries.",Medium,Medium,"Three Book payload variants: (a) passengersSelectedSeats omitted entirely, (b) one passenger/one segment (the only shape directly evidenced), (c) two passengers each with a seat on two segments (a multi-city or connecting itinerary).","GetSeatMap completed for a multi-passenger, multi-segment itinerary; at least two distinct AvailablePaid cells recorded.","Run (a): Book with passengersSelectedSeats omitted. Run (b): Book with one paxRef/one segmentRefId as in TC-BOOK-POS-03. Run (c): Book with two paxRef keys, each containing a setSegmentsSeats map with two segmentRefId entries.","(a) Book succeeds with no seat attached (passengersSelectedSeats absent/empty in the response). (b) succeeds as in TC-BOOK-POS-03. (c) UNKNOWN -- confirm live whether multiple passengers/segments nest correctly as sibling keys per SPEC.md §2.9's schema description, since only the single-passenger/single-segment shape has a directly-observed example.","SPEC.md §2.9, §8.1-item3","(c) is the highest-value case here since the multi-entry nesting shape is inferred from field naming conventions only, not evidenced by any saved example.",Not Run
TC-BOOK-REG-02,EndpointTestCase,V2,BOOK,Regression,"[Book][Response] Verify passengersSelectedSeats, selectedOffer.passengerFareBreakdown[].passengerSeats/paxTotalSeatAmount, and selectedOffer.priceDetails.totalSelectedSeats/totalSelectedSeatsAmount are present in the Book response schema going forward.",Medium,Medium,"A snapshot of TC-BOOK-POS-03's full Book response, diffed key-for-key against the schema now documented in SPEC.md §2.9.",TC-BOOK-POS-03 completed.,Book (with a seat selected) -> snapshot the full response -> schema-diff against SPEC.md §2.9's post-2026-08-10 field list.,"All five newly-documented fields (passengersSelectedSeats, passengerSeats, paxTotalSeatAmount, totalSelectedSeats, totalSelectedSeatsAmount) are present and correctly typed whenever a seat has been selected; none of the pre-existing response fields regressed.","SPEC.md §2.9, §8.1-item8","Baseline regression snapshot for this update; run alongside the existing Book regression case (if any), not in place of it.",Not Run
TC-SEATAFTERHOLD-POS-01,EndpointTestCase,V2,SEATAFTERHOLD,Positive,[SeatAfterHold][Request] Discovery case -- submit the collection's documented 6-field body against a live Held PNR and capture the actual response shape.,High,High,"supplier, credentialsSelector, pnr, gdsPNR, bookingToken (all from a fresh Hold call), surName -- exactly the fields shown in the collection's saved (but unexecuted, example-less) request.",Hold completed; pnr/gdsPNR/bookingToken available and not yet expired (holdExpirationDate in the future).,"Hold (capture pnr, gdsPNR, bookingToken, holdExpirationDate) -> SeatAfterHold (POST api/v2/SeatMap/SeatAfterHold with supplier, credentialsSelector, pnr, gdsPNR, bookingToken, surName) -> record the raw status code and full response body verbatim.","UNKNOWN by design -- no expected shape exists anywhere in SPEC.md or the collection (§2.7a). This case's purpose is to establish ground truth: does it return 200 with a seat-map-like payload to choose from, does it require a follow-up call, or does it error demanding fields not shown in the saved example? Record exactly what happens; do not force-fit the result into an assumed shape.",SPEC.md §2.7a,"This is the single most important case in this file for closing SPEC.md's biggest SeatMap-related UNKNOWN. Feed the result back into SPEC.md §2.7a immediately per the living-document policy, and update NDC_PRD.md §11's corresponding open question.",Not Run
TC-SEATAFTERHOLD-VAL-01,EndpointTestCase,V2,SEATAFTERHOLD,Validation,"[SeatAfterHold][Request] Confirm whether a seat/cell field is required beyond the 6 documented fields, by inspecting the response/error from TC-SEATAFTERHOLD-POS-01.",High,High,"Same 6-field body as TC-SEATAFTERHOLD-POS-01, executed once with no seat/cell field, and (if the first attempt errors demanding more) a second attempt guessing a plausible additional field (e.g. a nested cellCode/cellId analogous to Book's passengersSelectedSeats, §2.9).",TC-SEATAFTERHOLD-POS-01 executed and its result available.,"If TC-SEATAFTERHOLD-POS-01 errors with a validation message naming a missing field, retry with that field populated using a cellCode/cellId pair sourced from a GetSeatMap call against the same PNR's underlying offer (if resolvable) -> record whether the retry succeeds.","UNKNOWN -- resolve empirically. If the 6-field body alone suffices to attach a seat, document the mechanism by which the specific seat is chosen (it is not present in the request as shown). If it does not suffice, document the actual required shape and treat the collection's saved example as an incomplete stub -- flag to the team as a collection defect (missing/incomplete request body), not silently work around it.",SPEC.md §2.7a,Directly addresses the sharpest UNKNOWN flagged in SPEC.md §2.7a -- do not write further SeatAfterHold positive test cases assuming a guessed shape until this resolves.,Not Run
TC-SEATAFTERHOLD-NEG-01,EndpointTestCase,V2,SEATAFTERHOLD,Negative,[SeatAfterHold][Request] Validate SeatAfterHold rejects a mismatched pnr/gdsPNR/bookingToken combination.,Medium,Medium,"supplier, credentialsSelector, surName valid; pnr taken from one Hold call but bookingToken taken from a different, unrelated Hold call.","Two independent, completed Hold calls (Hold A and Hold B) for the same supplier/credentialsSelector.","Hold A (capture pnr_A) -> Hold B (capture bookingToken_B, gdsPNR_B) -> SeatAfterHold (submit pnr=pnr_A with gdsPNR=gdsPNR_B, bookingToken=bookingToken_B).","Request is rejected (exact status UNKNOWN -- confirm live per §7.9), analogous to FareConfirmAfterHold/BookAfterHold's same-class mismatched-identity negative cases (§2.12/§2.13).","SPEC.md §2.7a, §2.12, §7.7","Same identity-quadruple mismatch pattern already used for FareConfirmAfterHold/BookAfterHold -- reuse whatever error shape those confirm, once known.",Not Run
TC-SEATAFTERHOLD-NEG-02,EndpointTestCase,V2,SEATAFTERHOLD,Negative,[SeatAfterHold][Request] Validate SeatAfterHold rejects a call made after the Hold's holdExpirationDate has passed.,Medium,Medium,Valid pnr/gdsPNR/bookingToken/surName from a Hold call whose holdExpirationDate has already elapsed.,A Hold call completed long enough ago (or against a short-TTL test scenario) that holdExpirationDate is confirmed in the past via Retrieve.,Hold -> wait until holdExpirationDate has passed (confirm via Retrieve) -> SeatAfterHold (submit the now-expired pnr/gdsPNR/bookingToken/surName).,"Request is rejected (exact status UNKNOWN -- confirm live), consistent with the same expectation already documented for FareConfirmAfterHold on an expired hold (§2.12).","SPEC.md §2.7a, §2.12, §6.5","Pair with FareConfirmAfterHold's own price-drift/expiry exploratory case (§2.12 Testing Notes) if scheduling both in the same session -- both need a real elapsed-TTL window, likely hard to force deterministically.",Not Run
TC-SEATAFTERHOLD-SEC-02,EndpointTestCase,V2,SEATAFTERHOLD,Security,"[SeatAfterHold][Request] Apply the three universal security checks (invalid x-api-key, invalid Client-Id, cross-tenant supplier/credentialsSelector) to SeatAfterHold.",Medium,Medium,"Three variants of TC-SEATAFTERHOLD-POS-01's body: (1) invalid x-api-key header, (2) invalid Client-Id header, (3) valid headers but a pnr/bookingToken pair belonging to a different supplier/credentialsSelector than the one submitted.",A valid Held pnr/gdsPNR/bookingToken available; a second supplier/credentialsSelector pair available for the cross-tenant variant.,Run (1) with a corrupted x-api-key. Run (2) with a corrupted Client-Id. Run (3) with valid headers but supplier/credentialsSelector switched relative to the PNR's originating Hold call.,"All three rejected -- exact status/error shape UNKNOWN, confirm live and reuse whatever envelope the same three checks produce on other endpoints (§7.14) for consistency.","SPEC.md §7.14, §2.7a","Apply the same universal security sweep to this endpoint as every other endpoint gets, per §8.1 item 6 -- do not skip it just because the endpoint is otherwise under-specified.",Not Run
TC-SEATAFTERHOLD-INT-04,EndpointTestCase,V2,SEATAFTERHOLD,Integration,[SeatAfterHold][Request] Determine SeatAfterHold's actual position in the Hold-branch chain by attempting it at three candidate points and comparing outcomes.,High,High,"Three otherwise-identical Hold-branch chains, differing only in when SeatAfterHold is called: (A) between Hold and FareConfirmAfterHold, (B) between FareConfirmAfterHold and BookAfterHold, (C) after BookAfterHold, before Retrieve.","Three independent Hold calls (or one Hold reused up to the branch point, if the API tolerates repeated FareConfirmAfterHold calls) for the same supplier/credentialsSelector.",Chain A: Hold -> SeatAfterHold -> FareConfirmAfterHold -> BookAfterHold -> Retrieve. Chain B: Hold -> FareConfirmAfterHold -> SeatAfterHold -> BookAfterHold -> Retrieve. Chain C: Hold -> FareConfirmAfterHold -> BookAfterHold -> SeatAfterHold -> Retrieve. Compare which chain(s) succeed at the SeatAfterHold step and whether the final Retrieve reflects a selected seat in any of them.,"UNKNOWN -- resolve empirically. Record which candidate position(s) SeatAfterHold accepts without erroring, and whether the resulting Retrieve response shows passengersSelectedSeats/passengerSeats/totalSelectedSeats populated (§2.11) for that chain. If more than one position succeeds without erroring, that itself is a finding worth reporting (an under-constrained endpoint), not assumed to be intentional flexibility.","SPEC.md §2.7a, §2.10, §2.12, §2.13, §5.5-item8","This is the flow-shaping case for FLOW-V2-CANDIDATE-SM-HOLD-01/02/03 below -- run this first and use its result to promote exactly one of those three candidate flows to the team as the correct one, rather than maintaining three permanently.",Not Run
FLOW-V2-49-SEATFIELD,Flow,V2,V2 FareConfirm-based flow | Enrichment: SeatMap only | Terminal Family A (AddPassenger-GetSeatMap-FareCheck-Book-Retrieve) -- addendum reflecting the 2026-08-10 passengersSelectedSeats/chaining change,End-to-End Flow - Positive (Addendum),"[Flow 49][Response] Verify the existing SM-enrichment Family-A flow now chains Book's ResponseId/selectedOfferId from GetSeatMap's output and that Book's passengersSelectedSeats field is exercised, not left unused.",High,High,Required Capabilities: SeatMap. Supplements the existing FLOW-V2-49 row already present in TestCases_V2.csv -- does not replace it.,"Same preconditions as the existing FLOW-V2-49 (capability confirmation per §4.7, variable reset per §6.1). Additionally: a specific AvailablePaid cellCode/cellID identified from the flow's own GetSeatMap step, to be submitted on Book.","Search -> FareConfirm -> AddPassenger -> GetSeatMap (record cellCode/cellID; capture getSeatMapOfferId/getSeatMapResponceID) -> FareCheck (if isFareCheckRequired) -> Book (send ResponseId=getSeatMapResponceID, selectedOfferId=getSeatMapOfferId, passengersSelectedSeats populated with the recorded cellCode/cellID) -> Retrieve.",Per-family state check (§6.3 Family A) plus the new seat-specific checks: Book/Retrieve both echo passengersSelectedSeats matching the selection; selectedOffer.priceDetails.totalSelectedSeatsAmount is non-zero and (per TC-BOOK-BIZ-04) reconciles into totalAmount.,"SPEC.md §2.7, §2.9, §2.11, §5.4 row 49 (SM/A), §6.3, §6.4","This is an addendum, not a full replacement, of the existing FLOW-V2-49 row -- the original row's chain description (via AddPassenger's IDs) is now the historically-superseded path per SPEC.md §2.9; re-run FLOW-V2-49 itself against the current collection to confirm it still passes with the updated chaining, then treat this row's additional seat-specific assertions as the incremental new coverage.",Not Run
FLOW-V2-50-SEATFIELD,Flow,V2,V2 FareConfirm-based flow | Enrichment: SeatMap only | Terminal Family B (AddPassenger-GetSeatMap-FareCheck-Hold-FareConfirmAfterHold-Retrieve) -- addendum flagging that this branch cannot attach a seat via Hold itself,End-to-End Flow - Negative/Exploratory (Addendum),"[Flow 50][Request] Verify that GetSeatMap's chosen seat cannot be attached via Hold directly, and must instead go through the new SeatAfterHold endpoint.",Medium,Medium,"Required Capabilities: SeatMap, Hold. Supplements the existing FLOW-V2-50 row already present in TestCases_V2.csv.","Same preconditions as the existing FLOW-V2-50, plus a recorded cellCode/cellID from this flow's own GetSeatMap step.","Search -> FareConfirm -> AddPassenger -> GetSeatMap (record cellCode/cellID) -> FareCheck (if required) -> Hold (attempt to also submit passengersSelectedSeats on this Hold call, mirroring Book's shape) -> FareConfirmAfterHold -> Retrieve.","UNKNOWN -- confirm live whether Hold silently ignores an unrecognized passengersSelectedSeats field, rejects the request outright for an unexpected field, or (surprisingly) accepts it. SPEC.md §2.10/§1.10-item6 currently documents this field as absent from Hold's contract based on the saved example alone, not a live-confirmed rejection -- this case supplies that live confirmation. Regardless of outcome, the flow's Retrieve step should be checked for whether passengersSelectedSeats/passengerSeats appear at all without a SeatAfterHold call having been made.","SPEC.md §2.7a, §2.9, §2.10, §5.4 row 50 (SM/B), §5.5-item8","If Hold does accept and honor passengersSelectedSeats, that would materially change §1.10 item 6's asymmetry finding and the purpose of SeatAfterHold -- treat an unexpected pass here as a high-priority SPEC.md correction, not a minor note.",Not Run
FLOW-V2-CANDIDATE-SM-HOLD-01,Flow,V2,"V2 FareConfirm-based flow | Enrichment: SeatMap via Hold branch | Candidate chain position A (SeatAfterHold immediately after Hold) -- proposed, NOT an official SPEC.md §5.4 flow number",End-to-End Flow - Positive (Candidate/Exploratory),"[Flow Candidate SM-Hold-A][Response] Verify Search-to-Retrieve completes with a selected seat when SeatAfterHold is called immediately after Hold, before FareConfirmAfterHold.",High,High,"Required Capabilities: SeatMap, Hold. This is a proposed flow, not yet present in flow.md or SPEC.md §5.4 -- see §5.5 item 8.",Supplier/credentialsSelector confirmed live-capable for Hold (§4.7). Collection variables reset (§6.1). Tester aware this flow's very structure is unconfirmed -- run TC-SEATAFTERHOLD-INT-04 first if not already done.,"Search -> FareConfirm -> AddPassenger -> Hold (capture pnr, gdsPNR, bookingToken, holdExpirationDate) -> SeatAfterHold (submit supplier, credentialsSelector, pnr, gdsPNR, bookingToken, surName -- per §2.7a's documented-but-unconfirmed body) -> FareConfirmAfterHold -> BookAfterHold -> Retrieve.","UNKNOWN by design. If this chain position is correct, expect SeatAfterHold to succeed and the final Retrieve to show passengersSelectedSeats/passengerSeats/totalSelectedSeats populated (§2.11), with FareConfirmAfterHold's re-priced total reflecting the added seat cost. If this is the wrong chain position, expect SeatAfterHold or a later step to reject.","SPEC.md §2.7a, §2.10, §2.12, §2.13, §2.11, §5.5-item8","One of three mutually-exclusive candidate chain positions (see FLOW-V2-CANDIDATE-SM-HOLD-02/03) -- do not treat all three as independently valid coverage; the correct one should be promoted into flow.md/SPEC.md §5.4 and the other two retired once TC-SEATAFTERHOLD-INT-04 resolves. Additionally, per TC-RETRIEVE-REG-01 / SeatMap QC Execution Checklist.md Part 7, once this candidate's Retrieve step succeeds, take a second Retrieve after the booking reaches ticketed status and confirm the seat assignment is still present (Retrieve After Issue).",Not Run
