"ID","RowType","Version","Scope","Category","Title","Priority","Risk","Capabilities / Test Data","Preconditions","Steps / Endpoint Chain","Expected Result","SpecReference","Notes","Status"
"FLOW-V2-109-NEG","Flow","V2","V2-Upselling","Negative","[FareCheck][Request] Validate FareCheck rejects a hand-constructed AncillaryCode not sourced from GetAncillary.","Medium","Medium","Supplier/credentialsSelector as specified in Steps; Required Capabilities (base flow): Upsell, Ancillary, SeatMap","Same base preconditions as FLOW-V2-109 (§4.7, §6.1), with the fault deliberately injected at the hop described in Steps.","Search -> Upselling (substitute IDs) -> AddPassenger -> GetAncillary (capture ANCresponseId, ANCofferId, real AncillaryCode values) -> FareCheck (submit a hand-constructed/invalid AncillaryCode string instead of one copied verbatim from GetAncillary's segmentsAncillariesDetails[].code)","FareCheck rejects the hand-constructed AncillaryCode - expect a 4xx/validation error, not a silently-accepted re-price; confirms AncillaryCode must be the opaque gzip+base64 token copied verbatim from GetAncillary, never hand-built (§2.8).","§2.6; §2.8","FareCheck validation-rule negative case (§2.8 Request Rules).","Not Run"
"FLOW-V2-110","Flow","V2","V2-Upselling","E2E","[Upselling-Ancillary+SeatMap][Response] Verify Family-B flow completes end-to-end via the Upselling fare-selection path.","Medium","Medium","Supplier=<confirmed-capable per §4.7>; Credentials_Selector=<region>; Required Capabilities: Upsell, Ancillary, SeatMap, Hold","Supplier/credentialsSelector chosen and capability-confirmed per §4.7 for: Upsell, Ancillary, SeatMap, Hold. Collection variables reset/clean at flow start (§6.1). Non-production environment, or Book/BookAfterHold explicitly authorized if this flow reaches it.","Search (capture searchResponseId, offerId) -> Upselling (capture upSellingResponseId, upSellingSelectedOfferId; manually treat as ResponseId/selectedOfferId for the next call, since the collection auto-chains fareConfirmResponseId/fareConfirmSelectedOfferId instead) -> AddPassenger (consume prior step's ResponseId/selectedOfferId [substituted Upselling IDs]; submit passengersList + contactsList; capture getAddPaxOfferId, getAddPaxResponceID - supersedes all prior IDs for every subsequent V2 step) -> GetAncillary (consume getAddPaxResponceID/getAddPaxOfferId; capture ANCresponseId, ANCofferId, isFareCheckRequired; assert passengersAncillariesAvailabilty field name exactly as misspelled in the live response) -> GetSeatMap (consume getAddPaxResponceID/getAddPaxOfferId; no IDs auto-captured - manually record the chosen cellCode for Book/Hold's PassengersSelectedAncillaries) -> FareCheck (only if isFareCheckRequired=true from the preceding GetAncillary/GetSeatMap; consume ANCresponseId/ANCofferId; AncillaryCode copied verbatim from GetAncillary - never hand-constructed; overwrites fareConfirmSelectedOfferId and sets fareCheckOfferId; verify which responseId Book/Hold actually need afterward, given the commented-out propagation line) -> Hold (consume current ResponseId/selectedOfferId; confirm {{Credentials_Selector}} resolves correctly given V2 Hold's known casing defect; manually verify price reconciliation per script; capture pnr, bookingToken, gdsPNR, holdExpirationDate) -> FareConfirmAfterHold (consume pnr/gdsPNR/bookingToken; verify price reconciliation and that holdExpirationDate has not yet passed) -> Retrieve (consume pnr/bookingToken/gdsPNR; verify bookingStatus reflects a held state, holdExpirationDate still future) -> BookAfterHold (consume pnr/gdsPNR/bookingToken; verify same-PNR invariant and price reconciliation; bookingStatus transitions to booked/confirmed) -> Retrieve (verify bookingStatus reflects booked/confirmed state, pnr unchanged from Hold)","Booking held (not finalized): bookingStatus on Retrieve reflects a held state; holdExpirationDate present and still in the future at Retrieve time; FareConfirmAfterHold price matches Hold's original price (no drift) in the common case. This flow STOPS here and leaves a dangling Held booking with no cleanup step - log the pnr for out-of-band tracking/eventual CancelAfterHold. Ancillary check: passengersSelectedAncillaries lists exactly the codes selected at GetAncillary/FareCheck with matching AdditionalServiceCategory/quantity; paxTotalAncillaryAmount equals the sum of selected ancillary prices. SeatMap check: the chosen cellCode appears as a Seat-category entry in passengersSelectedAncillaries, priced per GetSeatMap/FareCheck. FareCheck check: final booking price equals FareCheck's re-priced total, not the pre-ancillary FareConfirm/AddPassenger-era total. Manual price-reconciliation must be supplied at Hold/FareConfirmAfterHold/BookAfterHold (V2 enforces this by script only there) and additionally checked by hand at Search/Upselling/Book/Retrieve since no script covers those in V2.","§2.3; §3.1-3.2; §6.2-6.5; flow.md §6.2","Upselling path: fareConfirmResponseId/fareConfirmSelectedOfferId are NOT populated by this step - use upSellingResponseId/upSellingSelectedOfferId and substitute manually into the next call's ResponseId/selectedOfferId (§2.3).","Not Run"
"FLOW-V2-110-NEG","Flow","V2","V2-Upselling","Negative","[FareConfirmAfterHold][Response] Verify behavior of FareConfirmAfterHold attempted after holdExpirationDate has passed.","Medium","Medium","Supplier/credentialsSelector as specified in Steps; Required Capabilities (base flow): Upsell, Ancillary, SeatMap, Hold","Same base preconditions as FLOW-V2-110 (§4.7, §6.1), with the fault deliberately injected at the hop described in Steps.","Search -> Upselling (substitute IDs) -> AddPassenger -> GetAncillary -> GetSeatMap -> FareCheck (if required) -> Hold (capture holdExpirationDate) -> deliberately wait/delay past holdExpirationDate -> FareConfirmAfterHold (attempt after expiration)","Exact resulting status is UNKNOWN - confirm live per §2.12/§6.5. Expected candidates are an explicit expiration/price-change rejection or a supplier-level ""offer no longer available"" error, not a silent success reusing stale Hold-era pricing.","§2.12; §2.13; §2.14; §6.5","Timing-boundary negative case (§6.5) - not covered by any flow.md-listed flow number; exploratory, deterministic delay may be hard to force reliably.","Not Run"
"FLOW-V2-111","Flow","V2","V2-Upselling","E2E","[Upselling-Ancillary+SeatMap][Response] Verify Family-C flow completes end-to-end via the Upselling fare-selection path.","Medium","High","Supplier=<confirmed-capable per §4.7>; Credentials_Selector=<region>; Required Capabilities: Upsell, Ancillary, SeatMap, Void","Supplier/credentialsSelector chosen and capability-confirmed per §4.7 for: Upsell, Ancillary, SeatMap, Void. Collection variables reset/clean at flow start (§6.1). Non-production environment, or Book/BookAfterHold explicitly authorized if this flow reaches it.","Search (capture searchResponseId, offerId) -> Upselling (capture upSellingResponseId, upSellingSelectedOfferId; manually treat as ResponseId/selectedOfferId for the next call, since the collection auto-chains fareConfirmResponseId/fareConfirmSelectedOfferId instead) -> AddPassenger (consume prior step's ResponseId/selectedOfferId [substituted Upselling IDs]; submit passengersList + contactsList; capture getAddPaxOfferId, getAddPaxResponceID - supersedes all prior IDs for every subsequent V2 step) -> GetAncillary (consume getAddPaxResponceID/getAddPaxOfferId; capture ANCresponseId, ANCofferId, isFareCheckRequired; assert passengersAncillariesAvailabilty field name exactly as misspelled in the live response) -> GetSeatMap (consume getAddPaxResponceID/getAddPaxOfferId; no IDs auto-captured - manually record the chosen cellCode for Book/Hold's PassengersSelectedAncillaries) -> FareCheck (only if isFareCheckRequired=true from the preceding GetAncillary/GetSeatMap; consume ANCresponseId/ANCofferId; AncillaryCode copied verbatim from GetAncillary - never hand-constructed; overwrites fareConfirmSelectedOfferId and sets fareCheckOfferId; verify which responseId Book/Hold actually need afterward, given the commented-out propagation line) -> Book (consume current ResponseId/selectedOfferId; manually verify price reconciliation; capture pnr, bookingToken, gdsPNR) -> Retrieve (consume pnr/bookingToken/gdsPNR; verify bookingStatus reflects a booked/confirmed state and selectedOffer matches Book's) -> Void (consume pnr/gdsPNR/bookingToken/surName; verify voidCapability allowed the action; a follow-up manual Retrieve should show a voided bookingStatus)","Family-A checks apply through Retrieve, plus: Void succeeds only if the booking's voidCapability allowed it; a follow-up manual Retrieve shows a voided bookingStatus. Ancillary check: passengersSelectedAncillaries lists exactly the codes selected at GetAncillary/FareCheck with matching AdditionalServiceCategory/quantity; paxTotalAncillaryAmount equals the sum of selected ancillary prices. SeatMap check: the chosen cellCode appears as a Seat-category entry in passengersSelectedAncillaries, priced per GetSeatMap/FareCheck. FareCheck check: final booking price equals FareCheck's re-priced total, not the pre-ancillary FareConfirm/AddPassenger-era total. Manual price-reconciliation must be supplied at Hold/FareConfirmAfterHold/BookAfterHold (V2 enforces this by script only there) and additionally checked by hand at Search/Upselling/Book/Retrieve since no script covers those in V2.","§2.3; §3.1-3.2; §6.2-6.5; flow.md §6.2","Upselling path: fareConfirmResponseId/fareConfirmSelectedOfferId are NOT populated by this step - use upSellingResponseId/upSellingSelectedOfferId and substitute manually into the next call's ResponseId/selectedOfferId (§2.3).","Not Run"
"FLOW-V2-111-NEG","Flow","V2","V2-Upselling","Negative","[FareCheck][Request] Validate FareCheck rejects a hand-constructed AncillaryCode not sourced from GetAncillary.","Medium","Medium","Supplier/credentialsSelector as specified in Steps; Required Capabilities (base flow): Upsell, Ancillary, SeatMap, Void","Same base preconditions as FLOW-V2-111 (§4.7, §6.1), with the fault deliberately injected at the hop described in Steps.","Search -> Upselling (substitute IDs) -> AddPassenger -> GetAncillary (capture ANCresponseId, ANCofferId, real AncillaryCode values) -> FareCheck (submit a hand-constructed/invalid AncillaryCode string instead of one copied verbatim from GetAncillary's segmentsAncillariesDetails[].code)","FareCheck rejects the hand-constructed AncillaryCode - expect a 4xx/validation error, not a silently-accepted re-price; confirms AncillaryCode must be the opaque gzip+base64 token copied verbatim from GetAncillary, never hand-built (§2.8).","§2.6; §2.8","FareCheck validation-rule negative case (§2.8 Request Rules).","Not Run"
"FLOW-V2-112","Flow","V2","V2-Upselling","E2E","[Upselling-Ancillary+SeatMap][Response] Verify Family-D flow completes end-to-end via the Upselling fare-selection path.","Medium","High","Supplier=<confirmed-capable per §4.7>; Credentials_Selector=<region>; Required Capabilities: Upsell, Ancillary, SeatMap, Hold","Supplier/credentialsSelector chosen and capability-confirmed per §4.7 for: Upsell, Ancillary, SeatMap, Hold. Collection variables reset/clean at flow start (§6.1). Non-production environment, or Book/BookAfterHold explicitly authorized if this flow reaches it.","Search (capture searchResponseId, offerId) -> Upselling (capture upSellingResponseId, upSellingSelectedOfferId; manually treat as ResponseId/selectedOfferId for the next call, since the collection auto-chains fareConfirmResponseId/fareConfirmSelectedOfferId instead) -> AddPassenger (consume prior step's ResponseId/selectedOfferId [substituted Upselling IDs]; submit passengersList + contactsList; capture getAddPaxOfferId, getAddPaxResponceID - supersedes all prior IDs for every subsequent V2 step) -> GetAncillary (consume getAddPaxResponceID/getAddPaxOfferId; capture ANCresponseId, ANCofferId, isFareCheckRequired; assert passengersAncillariesAvailabilty field name exactly as misspelled in the live response) -> GetSeatMap (consume getAddPaxResponceID/getAddPaxOfferId; no IDs auto-captured - manually record the chosen cellCode for Book/Hold's PassengersSelectedAncillaries) -> FareCheck (only if isFareCheckRequired=true from the preceding GetAncillary/GetSeatMap; consume ANCresponseId/ANCofferId; AncillaryCode copied verbatim from GetAncillary - never hand-constructed; overwrites fareConfirmSelectedOfferId and sets fareCheckOfferId; verify which responseId Book/Hold actually need afterward, given the commented-out propagation line) -> Hold (consume current ResponseId/selectedOfferId; confirm {{Credentials_Selector}} resolves correctly given V2 Hold's known casing defect; manually verify price reconciliation per script; capture pnr, bookingToken, gdsPNR, holdExpirationDate) -> FareConfirmAfterHold (consume pnr/gdsPNR/bookingToken; verify price reconciliation and that holdExpirationDate has not yet passed) -> Retrieve (consume pnr/bookingToken/gdsPNR; verify bookingStatus reflects a held state, holdExpirationDate still future) -> BookAfterHold (consume pnr/gdsPNR/bookingToken; verify same-PNR invariant and price reconciliation; bookingStatus transitions to booked/confirmed) -> Retrieve (verify bookingStatus reflects booked/confirmed state, pnr unchanged from Hold)","Family-B checks apply through the first Retrieve, plus: BookAfterHold transitions bookingStatus from held to booked/confirmed; pnr/bookingToken/gdsPNR are unchanged from Hold (same-PNR invariant); the final Retrieve confirms the booked state. Ancillary check: passengersSelectedAncillaries lists exactly the codes selected at GetAncillary/FareCheck with matching AdditionalServiceCategory/quantity; paxTotalAncillaryAmount equals the sum of selected ancillary prices. SeatMap check: the chosen cellCode appears as a Seat-category entry in passengersSelectedAncillaries, priced per GetSeatMap/FareCheck. FareCheck check: final booking price equals FareCheck's re-priced total, not the pre-ancillary FareConfirm/AddPassenger-era total. Manual price-reconciliation must be supplied at Hold/FareConfirmAfterHold/BookAfterHold (V2 enforces this by script only there) and additionally checked by hand at Search/Upselling/Book/Retrieve since no script covers those in V2.","§2.3; §3.1-3.2; §6.2-6.5; flow.md §6.2","Upselling path: fareConfirmResponseId/fareConfirmSelectedOfferId are NOT populated by this step - use upSellingResponseId/upSellingSelectedOfferId and substitute manually into the next call's ResponseId/selectedOfferId (§2.3).","Not Run"
"FLOW-V2-112-NEG","Flow","V2","V2-Upselling","Negative","[Hold][Request] Validate Hold is rejected for a supplier without confirmed Hold support (FlyNas).","Medium","Medium","Supplier/credentialsSelector as specified in Steps; Required Capabilities (base flow): Upsell, Ancillary, SeatMap, Hold","Same base preconditions as FLOW-V2-112 (§4.7, §6.1), with the fault deliberately injected at the hop described in Steps.","Search (supplier=FlyNas) -> Upselling (substitute IDs) -> AddPassenger -> GetAncillary -> GetSeatMap -> FareCheck (if required) -> Hold (supplier=FlyNas; FlyNas is Bundle=Supported but Hold=Not Supported, cross-validated per §4.4/§4.6)","Hold against FlyNas is rejected outright - the flow must not proceed to FareConfirmAfterHold/Retrieve; confirms live capability enforcement matches the documented (cross-validated, high-confidence) Hold=Not Supported gap rather than being silently accepted.","§2.10; §4.2; §4.4; §4.6","Capability-gate negative case using a cross-validated, high-confidence conflict-free capability gap (§4.4: FlyNas Bundle=Yes, Hold=No).","Not Run"
"FLOW-V2-113","Flow","V2","V2-Upselling","E2E","[Upselling-Ancillary+SeatMap][Response] Verify Family-E flow completes end-to-end via the Upselling fare-selection path.","Medium","High","Supplier=<confirmed-capable per §4.7>; Credentials_Selector=<region>; Required Capabilities: Upsell, Ancillary, SeatMap, Hold, Void","Supplier/credentialsSelector chosen and capability-confirmed per §4.7 for: Upsell, Ancillary, SeatMap, Hold, Void. Collection variables reset/clean at flow start (§6.1). Non-production environment, or Book/BookAfterHold explicitly authorized if this flow reaches it.","Search (capture searchResponseId, offerId) -> Upselling (capture upSellingResponseId, upSellingSelectedOfferId; manually treat as ResponseId/selectedOfferId for the next call, since the collection auto-chains fareConfirmResponseId/fareConfirmSelectedOfferId instead) -> AddPassenger (consume prior step's ResponseId/selectedOfferId [substituted Upselling IDs]; submit passengersList + contactsList; capture getAddPaxOfferId, getAddPaxResponceID - supersedes all prior IDs for every subsequent V2 step) -> GetAncillary (consume getAddPaxResponceID/getAddPaxOfferId; capture ANCresponseId, ANCofferId, isFareCheckRequired; assert passengersAncillariesAvailabilty field name exactly as misspelled in the live response) -> GetSeatMap (consume getAddPaxResponceID/getAddPaxOfferId; no IDs auto-captured - manually record the chosen cellCode for Book/Hold's PassengersSelectedAncillaries) -> FareCheck (only if isFareCheckRequired=true from the preceding GetAncillary/GetSeatMap; consume ANCresponseId/ANCofferId; AncillaryCode copied verbatim from GetAncillary - never hand-constructed; overwrites fareConfirmSelectedOfferId and sets fareCheckOfferId; verify which responseId Book/Hold actually need afterward, given the commented-out propagation line) -> Hold (consume current ResponseId/selectedOfferId; confirm {{Credentials_Selector}} resolves correctly given V2 Hold's known casing defect; manually verify price reconciliation per script; capture pnr, bookingToken, gdsPNR, holdExpirationDate) -> FareConfirmAfterHold (consume pnr/gdsPNR/bookingToken; verify price reconciliation and that holdExpirationDate has not yet passed) -> Retrieve (consume pnr/bookingToken/gdsPNR; verify bookingStatus reflects a held state, holdExpirationDate still future) -> BookAfterHold (consume pnr/gdsPNR/bookingToken; verify same-PNR invariant and price reconciliation; bookingStatus transitions to booked/confirmed) -> Retrieve (verify bookingStatus reflects booked/confirmed state, pnr unchanged from Hold) -> Void (consume pnr/gdsPNR/bookingToken/surName; verify voidCapability allowed the action on the now-finalized booking; a follow-up manual Retrieve should show a voided bookingStatus)","Family-D checks apply, plus Family-C's Void checks applied to the now-finalized (ex-Held) booking. Ancillary check: passengersSelectedAncillaries lists exactly the codes selected at GetAncillary/FareCheck with matching AdditionalServiceCategory/quantity; paxTotalAncillaryAmount equals the sum of selected ancillary prices. SeatMap check: the chosen cellCode appears as a Seat-category entry in passengersSelectedAncillaries, priced per GetSeatMap/FareCheck. FareCheck check: final booking price equals FareCheck's re-priced total, not the pre-ancillary FareConfirm/AddPassenger-era total. Manual price-reconciliation must be supplied at Hold/FareConfirmAfterHold/BookAfterHold (V2 enforces this by script only there) and additionally checked by hand at Search/Upselling/Book/Retrieve since no script covers those in V2.","§2.3; §3.1-3.2; §6.2-6.5; flow.md §6.2","Upselling path: fareConfirmResponseId/fareConfirmSelectedOfferId are NOT populated by this step - use upSellingResponseId/upSellingSelectedOfferId and substitute manually into the next call's ResponseId/selectedOfferId (§2.3).","Not Run"
"FLOW-V2-113-NEG","Flow","V2","V2-Upselling","Negative","[BookAfterHold][Response] Verify behavior of BookAfterHold attempted after holdExpirationDate has passed.","Medium","Medium","Supplier/credentialsSelector as specified in Steps; Required Capabilities (base flow): Upsell, Ancillary, SeatMap, Hold, Void","Same base preconditions as FLOW-V2-113 (§4.7, §6.1), with the fault deliberately injected at the hop described in Steps.","Search -> Upselling (substitute IDs) -> AddPassenger -> GetAncillary -> GetSeatMap -> FareCheck (if required) -> Hold (capture holdExpirationDate) -> deliberately wait/delay past holdExpirationDate -> BookAfterHold (attempt after expiration)","Exact resulting status is UNKNOWN - confirm live per §2.12/§6.5. Expected candidates are an explicit expiration/price-change rejection or a supplier-level ""offer no longer available"" error, not a silent success reusing stale Hold-era pricing.","§2.12; §2.13; §2.14; §6.5","Timing-boundary negative case (§6.5) - not covered by any flow.md-listed flow number; exploratory, deterministic delay may be hard to force reliably.","Not Run"
"FLOW-V2-114","Flow","V2","V2-Upselling","E2E","[Upselling-Ancillary+SeatMap][Response] Verify Family-F flow completes end-to-end via the Upselling fare-selection path.","Medium","Medium","Supplier=<confirmed-capable per §4.7>; Credentials_Selector=<region>; Required Capabilities: Upsell, Ancillary, SeatMap, Hold, CancelHold","Supplier/credentialsSelector chosen and capability-confirmed per §4.7 for: Upsell, Ancillary, SeatMap, Hold, CancelHold. Collection variables reset/clean at flow start (§6.1). Non-production environment, or Book/BookAfterHold explicitly authorized if this flow reaches it.","Search (capture searchResponseId, offerId) -> Upselling (capture upSellingResponseId, upSellingSelectedOfferId; manually treat as ResponseId/selectedOfferId for the next call, since the collection auto-chains fareConfirmResponseId/fareConfirmSelectedOfferId instead) -> AddPassenger (consume prior step's ResponseId/selectedOfferId [substituted Upselling IDs]; submit passengersList + contactsList; capture getAddPaxOfferId, getAddPaxResponceID - supersedes all prior IDs for every subsequent V2 step) -> GetAncillary (consume getAddPaxResponceID/getAddPaxOfferId; capture ANCresponseId, ANCofferId, isFareCheckRequired; assert passengersAncillariesAvailabilty field name exactly as misspelled in the live response) -> GetSeatMap (consume getAddPaxResponceID/getAddPaxOfferId; no IDs auto-captured - manually record the chosen cellCode for Book/Hold's PassengersSelectedAncillaries) -> FareCheck (only if isFareCheckRequired=true from the preceding GetAncillary/GetSeatMap; consume ANCresponseId/ANCofferId; AncillaryCode copied verbatim from GetAncillary - never hand-constructed; overwrites fareConfirmSelectedOfferId and sets fareCheckOfferId; verify which responseId Book/Hold actually need afterward, given the commented-out propagation line) -> Hold (consume current ResponseId/selectedOfferId; confirm {{Credentials_Selector}} resolves correctly given V2 Hold's known casing defect; manually verify price reconciliation per script; capture pnr, bookingToken, gdsPNR, holdExpirationDate) -> FareConfirmAfterHold (consume pnr/gdsPNR/bookingToken; verify price reconciliation and that holdExpirationDate has not yet passed) -> Retrieve (consume pnr/bookingToken/gdsPNR; verify bookingStatus reflects a held state, holdExpirationDate still future) -> CancelAfterHold (consume pnr/gdsPNR/bookingToken; fix the unquoted-{{Credentials_Selector}}-in-JSON defect locally first; zero script coverage - a follow-up manual Retrieve is expected to show a cancelled/terminated bookingStatus, UNKNOWN exact value, confirm live)","Family-B checks apply through the first Retrieve, plus: CancelAfterHold has zero script coverage and no genuine saved example (UNKNOWN exact response); a follow-up manual Retrieve is expected to show a cancelled/terminated bookingStatus, distinct from both held and booked states - this is the weakest-validated end-state in the flow catalog, confirm live and record as the regression baseline. Ancillary check: passengersSelectedAncillaries lists exactly the codes selected at GetAncillary/FareCheck with matching AdditionalServiceCategory/quantity; paxTotalAncillaryAmount equals the sum of selected ancillary prices. SeatMap check: the chosen cellCode appears as a Seat-category entry in passengersSelectedAncillaries, priced per GetSeatMap/FareCheck. FareCheck check: final booking price equals FareCheck's re-priced total, not the pre-ancillary FareConfirm/AddPassenger-era total. Manual price-reconciliation must be supplied at Hold/FareConfirmAfterHold/BookAfterHold (V2 enforces this by script only there) and additionally checked by hand at Search/Upselling/Book/Retrieve since no script covers those in V2.","§2.3; §3.1-3.2; §6.2-6.5; flow.md §6.2","Upselling path: fareConfirmResponseId/fareConfirmSelectedOfferId are NOT populated by this step - use upSellingResponseId/upSellingSelectedOfferId and substitute manually into the next call's ResponseId/selectedOfferId (§2.3). | CancelAfterHold has zero script coverage in the V2 collection and its saved request body has an unquoted {{Credentials_Selector}} JSON-syntax defect (§2.14) - fix locally before executing.","Not Run"
"FLOW-V2-114-NEG","Flow","V2","V2-Upselling","Negative","[CancelAfterHold][Response] Verify behavior of CancelAfterHold attempted after holdExpirationDate has passed.","Medium","Medium","Supplier/credentialsSelector as specified in Steps; Required Capabilities (base flow): Upsell, Ancillary, SeatMap, Hold, CancelHold","Same base preconditions as FLOW-V2-114 (§4.7, §6.1), with the fault deliberately injected at the hop described in Steps.","Search -> Upselling (substitute IDs) -> AddPassenger -> GetAncillary -> GetSeatMap -> FareCheck (if required) -> Hold (capture holdExpirationDate) -> deliberately wait/delay past holdExpirationDate -> CancelAfterHold (attempt after expiration)","Exact resulting status is UNKNOWN - confirm live per §2.12/§6.5. Expected candidates are an explicit expiration/price-change rejection or a supplier-level ""offer no longer available"" error, not a silent success reusing stale Hold-era pricing.","§2.12; §2.13; §2.14; §6.5","Timing-boundary negative case (§6.5) - not covered by any flow.md-listed flow number; exploratory, deterministic delay may be hard to force reliably.","Not Run"
"FLOW-V2-115","Flow","V2","V2-Upselling","E2E","[Upselling-Bundle+Ancillary+SeatMap][Response] Verify Family-A flow completes end-to-end via the Upselling fare-selection path.","High","High","Supplier=<confirmed-capable per §4.7>; Credentials_Selector=<region>; Required Capabilities: Upsell, Bundle, Ancillary, SeatMap","Supplier/credentialsSelector chosen and capability-confirmed per §4.7 for: Upsell, Bundle, Ancillary, SeatMap. Collection variables reset/clean at flow start (§6.1). Non-production environment, or Book/BookAfterHold explicitly authorized if this flow reaches it.","Search (capture searchResponseId, offerId) -> Upselling (capture upSellingResponseId, upSellingSelectedOfferId; manually treat as ResponseId/selectedOfferId for the next call, since the collection auto-chains fareConfirmResponseId/fareConfirmSelectedOfferId instead) -> GetOfferBundles (consume substituted Upselling IDs; select a bundle code manually; IDs pass through unchanged; do not rely on JourneyKey1 for chaining - its resp.offerJourneys.key read is broken against the real response shape) -> AddPassenger (consume prior step's ResponseId/selectedOfferId [substituted Upselling IDs]; submit passengersList + contactsList; capture getAddPaxOfferId, getAddPaxResponceID - supersedes all prior IDs for every subsequent V2 step) -> GetAncillary (consume getAddPaxResponceID/getAddPaxOfferId; capture ANCresponseId, ANCofferId, isFareCheckRequired; assert passengersAncillariesAvailabilty field name exactly as misspelled in the live response) -> GetSeatMap (consume getAddPaxResponceID/getAddPaxOfferId; no IDs auto-captured - manually record the chosen cellCode for Book/Hold's PassengersSelectedAncillaries) -> FareCheck (only if isFareCheckRequired=true from the preceding GetAncillary/GetSeatMap; consume ANCresponseId/ANCofferId; AncillaryCode copied verbatim from GetAncillary - never hand-constructed; overwrites fareConfirmSelectedOfferId and sets fareCheckOfferId; verify which responseId Book/Hold actually need afterward, given the commented-out propagation line) -> Book (consume current ResponseId/selectedOfferId; manually verify price reconciliation; capture pnr, bookingToken, gdsPNR) -> Retrieve (consume pnr/bookingToken/gdsPNR; verify bookingStatus reflects a booked/confirmed state and selectedOffer matches Book's)","Booking confirmed: bookingStatus on Retrieve reflects a booked/confirmed state; selectedOffer.offerId and priceDetails.totalAmount match between Book and Retrieve; passengersList on Retrieve matches the AddPassenger submission. Bundle check: final priceDetails.totalAmount reflects the chosen bundle's feePrice; bundle-included services are not also charged as separate ancillary lines. Ancillary check: passengersSelectedAncillaries lists exactly the codes selected at GetAncillary/FareCheck with matching AdditionalServiceCategory/quantity; paxTotalAncillaryAmount equals the sum of selected ancillary prices. SeatMap check: the chosen cellCode appears as a Seat-category entry in passengersSelectedAncillaries, priced per GetSeatMap/FareCheck. FareCheck check: final booking price equals FareCheck's re-priced total, not the pre-ancillary FareConfirm/AddPassenger-era total. Manual price-reconciliation must be supplied at Hold/FareConfirmAfterHold/BookAfterHold (V2 enforces this by script only there) and additionally checked by hand at Search/Upselling/Book/Retrieve since no script covers those in V2.","§2.3; §3.1-3.2; §6.2-6.5; flow.md §6.2","Upselling path: fareConfirmResponseId/fareConfirmSelectedOfferId are NOT populated by this step - use upSellingResponseId/upSellingSelectedOfferId and substitute manually into the next call's ResponseId/selectedOfferId (§2.3). | Priority bumped to High as the first Family-A case in the Bundle+Ancillary+SeatMap enrichment group - natural entry point for this enrichment's coverage.","Not Run"
"FLOW-V2-115-NEG","Flow","V2","V2-Upselling","Negative","[Upselling][Request] Validate Upselling is rejected for FlyCham (Upsell capability not supported).","Medium","Medium","Supplier/credentialsSelector as specified in Steps; Required Capabilities (base flow): Upsell, Bundle, Ancillary, SeatMap","Same base preconditions as FLOW-V2-115 (§4.7, §6.1), with the fault deliberately injected at the hop described in Steps.","Search (supplier=FlyCham) -> Upselling (supplier=FlyCham; FlyCham has Upsell explicitly marked Not Supported per §4.2/§4.6) -> observe result before attempting any further step in the chain","Upselling against FlyCham is rejected/fails, since FlyCham has no confirmed Upsell support (§4.2 explicit NO, §4.6) - expect a 4xx or a supplier-level ""not supported"" error, not a silent empty upsellOffers[] pass-through that lets the flow continue.","§2.3; §4.2; §4.6","Capability-gate negative case unique to the Upselling path (§4.2/§4.6 FlyCham: Upsell = Not Supported, explicit).","Not Run"
